Id,ActivityHour,TotalIntensity,AverageIntensity
1503960366,3/17/2016 0:00,11,0.183333
1503960366,3/17/2016 1:00,1,0.016667
1503960366,3/17/2016 2:00,1,0.016667
1503960366,3/17/2016 3:00,0,0
1503960366,3/17/2016 4:00,0,0
1503960366,3/17/2016 5:00,0,0
1503960366,3/17/2016 6:00,0,0
1503960366,3/17/2016 7:00,1,0.016667
1503960366,3/17/2016 8:00,11,0.183333
1503960366,3/17/2016 9:00,27,0.45
1503960366,3/17/2016 10:00,11,0.183333
1503960366,3/17/2016 11:00,54,0.9
1503960366,3/17/2016 12:00,11,0.183333
1503960366,3/17/2016 13:00,23,0.383333
1503960366,3/17/2016 14:00,25,0.416667
1503960366,3/17/2016 15:00,20,0.333333
1503960366,3/17/2016 16:00,24,0.4
1503960366,3/17/2016 17:00,5,0.083333
1503960366,3/17/2016 18:00,15,0.25
1503960366,3/17/2016 19:00,64,1.066667
1503960366,3/17/2016 20:00,16,0.266667
1503960366,3/17/2016 21:00,49,0.816667
1503960366,3/17/2016 22:00,31,0.516667
1503960366,3/17/2016 23:00,35,0.583333
1503960366,3/18/2016 0:00,13,0.216667
1503960366,3/18/2016 1:00,6,0.1
1503960366,3/18/2016 2:00,0,0
1503960366,3/18/2016 3:00,0,0
1503960366,3/18/2016 4:00,0,0
1503960366,3/18/2016 5:00,1,0.016667
1503960366,3/18/2016 6:00,2,0.033333
1503960366,3/18/2016 7:00,0,0
1503960366,3/18/2016 8:00,11,0.183333
1503960366,3/18/2016 9:00,36,0.6
1503960366,3/18/2016 10:00,12,0.2
1503960366,3/18/2016 11:00,12,0.2
1503960366,3/18/2016 12:00,4,0.066667
1503960366,3/18/2016 13:00,7,0.116667
1503960366,3/18/2016 14:00,86,1.433333
1503960366,3/18/2016 15:00,33,0.55
1503960366,3/18/2016 16:00,14,0.233333
1503960366,3/18/2016 17:00,2,0.033333
1503960366,3/18/2016 18:00,16,0.266667
1503960366,3/18/2016 19:00,110,1.833333
1503960366,3/18/2016 20:00,21,0.35
1503960366,3/18/2016 21:00,14,0.233333
1503960366,3/18/2016 22:00,2,0.033333
1503960366,3/18/2016 23:00,12,0.2
1503960366,3/19/2016 0:00,5,0.083333
1503960366,3/19/2016 1:00,0,0
1503960366,3/19/2016 2:00,0,0
1503960366,3/19/2016 3:00,1,0.016667
1503960366,3/19/2016 4:00,0,0
1503960366,3/19/2016 5:00,0,0
1503960366,3/19/2016 6:00,0,0
1503960366,3/19/2016 7:00,2,0.033333
1503960366,3/19/2016 8:00,28,0.466667
1503960366,3/19/2016 9:00,69,1.15
1503960366,3/19/2016 10:00,54,0.9
1503960366,3/19/2016 11:00,37,0.616667
1503960366,3/19/2016 12:00,27,0.45
1503960366,3/19/2016 13:00,13,0.216667
1503960366,3/19/2016 14:00,14,0.233333
1503960366,3/19/2016 15:00,6,0.1
1503960366,3/19/2016 16:00,8,0.133333
1503960366,3/19/2016 17:00,10,0.166667
1503960366,3/19/2016 18:00,3,0.05
1503960366,3/19/2016 19:00,26,0.433333
1503960366,3/19/2016 20:00,22,0.366667
1503960366,3/19/2016 21:00,6,0.1
1503960366,3/19/2016 22:00,31,0.516667
1503960366,3/19/2016 23:00,111,1.85
1503960366,3/20/2016 0:00,7,0.116667
1503960366,3/20/2016 1:00,0,0
1503960366,3/20/2016 2:00,0,0
1503960366,3/20/2016 3:00,0,0
1503960366,3/20/2016 4:00,0,0
1503960366,3/20/2016 5:00,0,0
1503960366,3/20/2016 6:00,0,0
1503960366,3/20/2016 7:00,0,0
1503960366,3/20/2016 8:00,0,0
1503960366,3/20/2016 9:00,36,0.6
1503960366,3/20/2016 10:00,113,1.883333
1503960366,3/20/2016 11:00,42,0.7
1503960366,3/20/2016 12:00,20,0.333333
1503960366,3/20/2016 13:00,18,0.3
1503960366,3/20/2016 14:00,29,0.483333
1503960366,3/20/2016 15:00,29,0.483333
1503960366,3/20/2016 16:00,22,0.366667
1503960366,3/20/2016 17:00,25,0.416667
1503960366,3/20/2016 18:00,36,0.6
1503960366,3/20/2016 19:00,40,0.666667
1503960366,3/20/2016 20:00,14,0.233333
1503960366,3/20/2016 21:00,4,0.066667
1503960366,3/20/2016 22:00,3,0.05
1503960366,3/20/2016 23:00,23,0.383333
1503960366,3/21/2016 0:00,5,0.083333
1503960366,3/21/2016 1:00,0,0
1503960366,3/21/2016 2:00,0,0
1503960366,3/21/2016 3:00,2,0.033333
1503960366,3/21/2016 4:00,0,0
1503960366,3/21/2016 5:00,0,0
1503960366,3/21/2016 6:00,0,0
1503960366,3/21/2016 7:00,6,0.1
1503960366,3/21/2016 8:00,27,0.45
1503960366,3/21/2016 9:00,17,0.283333
1503960366,3/21/2016 10:00,17,0.283333
1503960366,3/21/2016 11:00,17,0.283333
1503960366,3/21/2016 12:00,51,0.85
1503960366,3/21/2016 13:00,9,0.15
1503960366,3/21/2016 14:00,19,0.316667
1503960366,3/21/2016 15:00,16,0.266667
1503960366,3/21/2016 16:00,20,0.333333
1503960366,3/21/2016 17:00,31,0.516667
1503960366,3/21/2016 18:00,28,0.466667
1503960366,3/21/2016 19:00,18,0.3
1503960366,3/21/2016 20:00,11,0.183333
1503960366,3/21/2016 21:00,14,0.233333
1503960366,3/21/2016 22:00,20,0.333333
1503960366,3/21/2016 23:00,16,0.266667
1503960366,3/22/2016 0:00,0,0
1503960366,3/22/2016 1:00,0,0
1503960366,3/22/2016 2:00,0,0
1503960366,3/22/2016 3:00,0,0
1503960366,3/22/2016 4:00,0,0
1503960366,3/22/2016 5:00,0,0
1503960366,3/22/2016 6:00,0,0
1503960366,3/22/2016 7:00,0,0
1503960366,3/22/2016 8:00,2,0.033333
1503960366,3/22/2016 9:00,26,0.433333
1503960366,3/22/2016 10:00,24,0.4
1503960366,3/22/2016 11:00,14,0.233333
1503960366,3/22/2016 12:00,15,0.25
1503960366,3/22/2016 13:00,24,0.4
1503960366,3/22/2016 14:00,44,0.733333
1503960366,3/22/2016 15:00,13,0.216667
1503960366,3/22/2016 16:00,9,0.15
1503960366,3/22/2016 17:00,15,0.25
1503960366,3/22/2016 18:00,23,0.383333
1503960366,3/22/2016 19:00,22,0.366667
1503960366,3/22/2016 20:00,22,0.366667
1503960366,3/22/2016 21:00,14,0.233333
1503960366,3/22/2016 22:00,117,1.95
1503960366,3/22/2016 23:00,10,0.166667
1503960366,3/23/2016 0:00,2,0.033333
1503960366,3/23/2016 1:00,3,0.05
1503960366,3/23/2016 2:00,4,0.066667
1503960366,3/23/2016 3:00,0,0
1503960366,3/23/2016 4:00,0,0
1503960366,3/23/2016 5:00,0,0
1503960366,3/23/2016 6:00,0,0
1503960366,3/23/2016 7:00,6,0.1
1503960366,3/23/2016 8:00,25,0.416667
1503960366,3/23/2016 9:00,24,0.4
1503960366,3/23/2016 10:00,17,0.283333
1503960366,3/23/2016 11:00,19,0.316667
1503960366,3/23/2016 12:00,17,0.283333
1503960366,3/23/2016 13:00,37,0.616667
1503960366,3/23/2016 14:00,76,1.266667
1503960366,3/23/2016 15:00,11,0.183333
1503960366,3/23/2016 16:00,16,0.266667
1503960366,3/23/2016 17:00,14,0.233333
1503960366,3/23/2016 18:00,8,0.133333
1503960366,3/23/2016 19:00,80,1.333333
1503960366,3/23/2016 20:00,30,0.5
1503960366,3/23/2016 21:00,5,0.083333
1503960366,3/23/2016 22:00,10,0.166667
1503960366,3/23/2016 23:00,19,0.316667
1503960366,3/24/2016 0:00,23,0.383333
1503960366,3/24/2016 1:00,0,0
1503960366,3/24/2016 2:00,1,0.016667
1503960366,3/24/2016 3:00,1,0.016667
1503960366,3/24/2016 4:00,0,0
1503960366,3/24/2016 5:00,1,0.016667
1503960366,3/24/2016 6:00,0,0
1503960366,3/24/2016 7:00,3,0.05
1503960366,3/24/2016 8:00,36,0.6
1503960366,3/24/2016 9:00,43,0.716667
1503960366,3/24/2016 10:00,8,0.133333
1503960366,3/24/2016 11:00,7,0.116667
1503960366,3/24/2016 12:00,39,0.65
1503960366,3/24/2016 13:00,36,0.6
1503960366,3/24/2016 14:00,41,0.683333
1503960366,3/24/2016 15:00,17,0.283333
1503960366,3/24/2016 16:00,26,0.433333
1503960366,3/24/2016 17:00,14,0.233333
1503960366,3/24/2016 18:00,5,0.083333
1503960366,3/24/2016 19:00,3,0.05
1503960366,3/24/2016 20:00,107,1.783333
1503960366,3/24/2016 21:00,29,0.483333
1503960366,3/24/2016 22:00,9,0.15
1503960366,3/24/2016 23:00,12,0.2
1503960366,3/25/2016 0:00,1,0.016667
1503960366,3/25/2016 1:00,6,0.1
1503960366,3/25/2016 2:00,1,0.016667
1503960366,3/25/2016 3:00,1,0.016667
1503960366,3/25/2016 4:00,0,0
1503960366,3/25/2016 5:00,0,0
1503960366,3/25/2016 6:00,0,0
1503960366,3/25/2016 7:00,3,0.05
1503960366,3/25/2016 8:00,25,0.416667
1503960366,3/25/2016 9:00,28,0.466667
1503960366,3/25/2016 10:00,14,0.233333
1503960366,3/25/2016 11:00,34,0.566667
1503960366,3/25/2016 12:00,4,0.066667
1503960366,3/25/2016 13:00,7,0.116667
1503960366,3/25/2016 14:00,13,0.216667
1503960366,3/25/2016 15:00,0,0
1503960366,3/25/2016 16:00,17,0.283333
1503960366,3/25/2016 17:00,14,0.233333
1503960366,3/25/2016 18:00,11,0.183333
1503960366,3/25/2016 19:00,6,0.1
1503960366,3/25/2016 20:00,71,1.183333
1503960366,3/25/2016 21:00,52,0.866667
1503960366,3/25/2016 22:00,13,0.216667
1503960366,3/25/2016 23:00,7,0.116667
1503960366,3/26/2016 0:00,2,0.033333
1503960366,3/26/2016 1:00,9,0.15
1503960366,3/26/2016 2:00,0,0
1503960366,3/26/2016 3:00,3,0.05
1503960366,3/26/2016 4:00,0,0
1503960366,3/26/2016 5:00,0,0
1503960366,3/26/2016 6:00,0,0
1503960366,3/26/2016 7:00,0,0
1503960366,3/26/2016 8:00,0,0
1503960366,3/26/2016 9:00,7,0.116667
1503960366,3/26/2016 10:00,21,0.35
1503960366,3/26/2016 11:00,8,0.133333
1503960366,3/26/2016 12:00,12,0.2
1503960366,3/26/2016 13:00,21,0.35
1503960366,3/26/2016 14:00,15,0.25
1503960366,3/26/2016 15:00,29,0.483333
1503960366,3/26/2016 16:00,149,2.483333
1503960366,3/26/2016 17:00,87,1.45
1503960366,3/26/2016 18:00,102,1.7
1503960366,3/26/2016 19:00,15,0.25
1503960366,3/26/2016 20:00,14,0.233333
1503960366,3/26/2016 21:00,19,0.316667
1503960366,3/26/2016 22:00,39,0.65
1503960366,3/26/2016 23:00,23,0.383333
1503960366,3/27/2016 0:00,2,0.033333
1503960366,3/27/2016 1:00,5,0.083333
1503960366,3/27/2016 2:00,0,0
1503960366,3/27/2016 3:00,0,0
1503960366,3/27/2016 4:00,0,0
1503960366,3/27/2016 5:00,0,0
1503960366,3/27/2016 6:00,1,0.016667
1503960366,3/27/2016 7:00,2,0.033333
1503960366,3/27/2016 8:00,0,0
1503960366,3/27/2016 9:00,20,0.333333
1503960366,3/27/2016 10:00,126,2.1
1503960366,3/27/2016 11:00,11,0.183333
1503960366,3/27/2016 12:00,5,0.083333
1503960366,3/27/2016 13:00,28,0.466667
1503960366,3/27/2016 14:00,27,0.45
1503960366,3/27/2016 15:00,9,0.15
1503960366,3/27/2016 16:00,7,0.116667
1503960366,3/27/2016 17:00,17,0.283333
1503960366,3/27/2016 18:00,28,0.466667
1503960366,3/27/2016 19:00,85,1.416667
1503960366,3/27/2016 20:00,24,0.4
1503960366,3/27/2016 21:00,26,0.433333
1503960366,3/27/2016 22:00,15,0.25
1503960366,3/27/2016 23:00,8,0.133333
1503960366,3/28/2016 0:00,10,0.166667
1503960366,3/28/2016 1:00,1,0.016667
1503960366,3/28/2016 2:00,0,0
1503960366,3/28/2016 3:00,0,0
1503960366,3/28/2016 4:00,0,0
1503960366,3/28/2016 5:00,0,0
1503960366,3/28/2016 6:00,0,0
1503960366,3/28/2016 7:00,0,0
1503960366,3/28/2016 8:00,4,0.066667
1503960366,3/28/2016 9:00,30,0.5
1503960366,3/28/2016 10:00,8,0.133333
1503960366,3/28/2016 11:00,10,0.166667
1503960366,3/28/2016 12:00,9,0.15
1503960366,3/28/2016 13:00,70,1.166667
1503960366,3/28/2016 14:00,33,0.55
1503960366,3/28/2016 15:00,10,0.166667
1503960366,3/28/2016 16:00,10,0.166667
1503960366,3/28/2016 17:00,14,0.233333
1503960366,3/28/2016 18:00,19,0.316667
1503960366,3/28/2016 19:00,90,1.5
1503960366,3/28/2016 20:00,18,0.3
1503960366,3/28/2016 21:00,7,0.116667
1503960366,3/28/2016 22:00,12,0.2
1503960366,3/28/2016 23:00,26,0.433333
1503960366,3/29/2016 0:00,0,0
1503960366,3/29/2016 1:00,13,0.216667
1503960366,3/29/2016 2:00,2,0.033333
1503960366,3/29/2016 3:00,0,0
1503960366,3/29/2016 4:00,0,0
1503960366,3/29/2016 5:00,1,0.016667
1503960366,3/29/2016 6:00,1,0.016667
1503960366,3/29/2016 7:00,3,0.05
1503960366,3/29/2016 8:00,10,0.166667
1503960366,3/29/2016 9:00,32,0.533333
1503960366,3/29/2016 10:00,17,0.283333
1503960366,3/29/2016 11:00,25,0.416667
1503960366,3/29/2016 12:00,9,0.15
1503960366,3/29/2016 13:00,39,0.65
1503960366,3/29/2016 14:00,5,0.083333
1503960366,3/29/2016 15:00,13,0.216667
1503960366,3/29/2016 16:00,16,0.266667
1503960366,3/29/2016 17:00,12,0.2
1503960366,3/29/2016 18:00,22,0.366667
1503960366,3/29/2016 19:00,24,0.4
1503960366,3/29/2016 20:00,97,1.616667
1503960366,3/29/2016 21:00,19,0.316667
1503960366,3/29/2016 22:00,0,0
1503960366,3/29/2016 23:00,23,0.383333
1503960366,3/30/2016 0:00,0,0
1503960366,3/30/2016 1:00,0,0
1503960366,3/30/2016 2:00,0,0
1503960366,3/30/2016 3:00,0,0
1503960366,3/30/2016 4:00,0,0
1503960366,3/30/2016 5:00,0,0
1503960366,3/30/2016 6:00,0,0
1503960366,3/30/2016 7:00,0,0
1503960366,3/30/2016 8:00,1,0.016667
1503960366,3/30/2016 9:00,23,0.383333
1503960366,3/30/2016 10:00,13,0.216667
1503960366,3/30/2016 11:00,12,0.2
1503960366,3/30/2016 12:00,52,0.866667
1503960366,3/30/2016 13:00,3,0.05
1503960366,3/30/2016 14:00,12,0.2
1503960366,3/30/2016 15:00,12,0.2
1503960366,3/30/2016 16:00,4,0.066667
1503960366,3/30/2016 17:00,4,0.066667
1503960366,3/30/2016 18:00,72,1.2
1503960366,3/30/2016 19:00,38,0.633333
1503960366,3/30/2016 20:00,45,0.75
1503960366,3/30/2016 21:00,27,0.45
1503960366,3/30/2016 22:00,3,0.05
1503960366,3/30/2016 23:00,18,0.3
1503960366,3/31/2016 0:00,11,0.183333
1503960366,3/31/2016 1:00,0,0
1503960366,3/31/2016 2:00,7,0.116667
1503960366,3/31/2016 3:00,0,0
1503960366,3/31/2016 4:00,0,0
1503960366,3/31/2016 5:00,0,0
1503960366,3/31/2016 6:00,0,0
1503960366,3/31/2016 7:00,4,0.066667
1503960366,3/31/2016 8:00,8,0.133333
1503960366,3/31/2016 9:00,29,0.483333
1503960366,3/31/2016 10:00,13,0.216667
1503960366,3/31/2016 11:00,4,0.066667
1503960366,3/31/2016 12:00,13,0.216667
1503960366,3/31/2016 13:00,16,0.266667
1503960366,3/31/2016 14:00,26,0.433333
1503960366,3/31/2016 15:00,25,0.416667
1503960366,3/31/2016 16:00,8,0.133333
1503960366,3/31/2016 17:00,10,0.166667
1503960366,3/31/2016 18:00,12,0.2
1503960366,3/31/2016 19:00,6,0.1
1503960366,3/31/2016 20:00,27,0.45
1503960366,3/31/2016 21:00,26,0.433333
1503960366,3/31/2016 22:00,20,0.333333
1503960366,3/31/2016 23:00,97,1.616667
1503960366,4/1/2016 0:00,5,0.083333
1503960366,4/1/2016 1:00,1,0.016667
1503960366,4/1/2016 2:00,3,0.05
1503960366,4/1/2016 3:00,5,0.083333
1503960366,4/1/2016 4:00,0,0
1503960366,4/1/2016 5:00,0,0
1503960366,4/1/2016 6:00,0,0
1503960366,4/1/2016 7:00,4,0.066667
1503960366,4/1/2016 8:00,15,0.25
1503960366,4/1/2016 9:00,13,0.216667
1503960366,4/1/2016 10:00,5,0.083333
1503960366,4/1/2016 11:00,3,0.05
1503960366,4/1/2016 12:00,2,0.033333
1503960366,4/1/2016 13:00,2,0.033333
1503960366,4/1/2016 14:00,12,0.2
1503960366,4/1/2016 15:00,8,0.133333
1503960366,4/1/2016 16:00,14,0.233333
1503960366,4/1/2016 17:00,1,0.016667
1503960366,4/1/2016 18:00,9,0.15
1503960366,4/1/2016 19:00,2,0.033333
1503960366,4/1/2016 20:00,75,1.25
1503960366,4/1/2016 21:00,58,0.966667
1503960366,4/1/2016 22:00,103,1.716667
1503960366,4/1/2016 23:00,43,0.716667
1503960366,4/2/2016 0:00,14,0.233333
1503960366,4/2/2016 1:00,0,0
1503960366,4/2/2016 2:00,0,0
1503960366,4/2/2016 3:00,6,0.1
1503960366,4/2/2016 4:00,0,0
1503960366,4/2/2016 5:00,1,0.016667
1503960366,4/2/2016 6:00,0,0
1503960366,4/2/2016 7:00,6,0.1
1503960366,4/2/2016 8:00,3,0.05
1503960366,4/2/2016 9:00,6,0.1
1503960366,4/2/2016 10:00,4,0.066667
1503960366,4/2/2016 11:00,15,0.25
1503960366,4/2/2016 12:00,2,0.033333
1503960366,4/2/2016 13:00,24,0.4
1503960366,4/2/2016 14:00,6,0.1
1503960366,4/2/2016 15:00,18,0.3
1503960366,4/2/2016 16:00,27,0.45
1503960366,4/2/2016 17:00,10,0.166667
1503960366,4/2/2016 18:00,6,0.1
1503960366,4/2/2016 19:00,102,1.7
1503960366,4/2/2016 20:00,55,0.916667
1503960366,4/2/2016 21:00,26,0.433333
1503960366,4/2/2016 22:00,29,0.483333
1503960366,4/2/2016 23:00,26,0.433333
1503960366,4/3/2016 0:00,11,0.183333
1503960366,4/3/2016 1:00,1,0.016667
1503960366,4/3/2016 2:00,4,0.066667
1503960366,4/3/2016 3:00,3,0.05
1503960366,4/3/2016 4:00,1,0.016667
1503960366,4/3/2016 5:00,1,0.016667
1503960366,4/3/2016 6:00,0,0
1503960366,4/3/2016 7:00,0,0
1503960366,4/3/2016 8:00,0,0
1503960366,4/3/2016 9:00,8,0.133333
1503960366,4/3/2016 10:00,32,0.533333
1503960366,4/3/2016 11:00,18,0.3
1503960366,4/3/2016 12:00,31,0.516667
1503960366,4/3/2016 13:00,38,0.633333
1503960366,4/3/2016 14:00,3,0.05
1503960366,4/3/2016 15:00,32,0.533333
1503960366,4/3/2016 16:00,9,0.15
1503960366,4/3/2016 17:00,18,0.3
1503960366,4/3/2016 18:00,17,0.283333
1503960366,4/3/2016 19:00,21,0.35
1503960366,4/3/2016 20:00,18,0.3
1503960366,4/3/2016 21:00,25,0.416667
1503960366,4/3/2016 22:00,17,0.283333
1503960366,4/3/2016 23:00,111,1.85
1503960366,4/4/2016 0:00,8,0.133333
1503960366,4/4/2016 1:00,2,0.033333
1503960366,4/4/2016 2:00,2,0.033333
1503960366,4/4/2016 3:00,1,0.016667
1503960366,4/4/2016 4:00,0,0
1503960366,4/4/2016 5:00,1,0.016667
1503960366,4/4/2016 6:00,0,0
1503960366,4/4/2016 7:00,4,0.066667
1503960366,4/4/2016 8:00,22,0.366667
1503960366,4/4/2016 9:00,41,0.683333
1503960366,4/4/2016 10:00,15,0.25
1503960366,4/4/2016 11:00,12,0.2
1503960366,4/4/2016 12:00,58,0.966667
1503960366,4/4/2016 13:00,10,0.166667
1503960366,4/4/2016 14:00,16,0.266667
1503960366,4/4/2016 15:00,13,0.216667
1503960366,4/4/2016 16:00,8,0.133333
1503960366,4/4/2016 17:00,33,0.55
1503960366,4/4/2016 18:00,25,0.416667
1503960366,4/4/2016 19:00,71,1.183333
1503960366,4/4/2016 20:00,32,0.533333
1503960366,4/4/2016 21:00,27,0.45
1503960366,4/4/2016 22:00,9,0.15
1503960366,4/4/2016 23:00,40,0.666667
1503960366,4/5/2016 0:00,15,0.25
1503960366,4/5/2016 1:00,3,0.05
1503960366,4/5/2016 2:00,9,0.15
1503960366,4/5/2016 3:00,3,0.05
1503960366,4/5/2016 4:00,0,0
1503960366,4/5/2016 5:00,0,0
1503960366,4/5/2016 6:00,1,0.016667
1503960366,4/5/2016 7:00,2,0.033333
1503960366,4/5/2016 8:00,12,0.2
1503960366,4/5/2016 9:00,30,0.5
1503960366,4/5/2016 10:00,11,0.183333
1503960366,4/5/2016 11:00,14,0.233333
1503960366,4/5/2016 12:00,10,0.166667
1503960366,4/5/2016 13:00,68,1.133333
1503960366,4/5/2016 14:00,43,0.716667
1503960366,4/5/2016 15:00,36,0.6
1503960366,4/5/2016 16:00,16,0.266667
1503960366,4/5/2016 17:00,25,0.416667
1503960366,4/5/2016 18:00,52,0.866667
1503960366,4/5/2016 19:00,24,0.4
1503960366,4/5/2016 20:00,53,0.883333
1503960366,4/5/2016 21:00,22,0.366667
1503960366,4/5/2016 22:00,9,0.15
1503960366,4/5/2016 23:00,27,0.45
1503960366,4/6/2016 0:00,7,0.116667
1503960366,4/6/2016 1:00,3,0.05
1503960366,4/6/2016 2:00,2,0.033333
1503960366,4/6/2016 3:00,0,0
1503960366,4/6/2016 4:00,0,0
1503960366,4/6/2016 5:00,0,0
1503960366,4/6/2016 6:00,0,0
1503960366,4/6/2016 7:00,0,0
1503960366,4/6/2016 8:00,15,0.25
1503960366,4/6/2016 9:00,24,0.4
1503960366,4/6/2016 10:00,16,0.266667
1503960366,4/6/2016 11:00,11,0.183333
1503960366,4/6/2016 12:00,11,0.183333
1503960366,4/6/2016 13:00,75,1.25
1503960366,4/6/2016 14:00,5,0.083333
1503960366,4/6/2016 15:00,8,0.133333
1503960366,4/6/2016 16:00,7,0.116667
1503960366,4/6/2016 17:00,10,0.166667
1503960366,4/6/2016 18:00,21,0.35
1503960366,4/6/2016 19:00,53,0.883333
1503960366,4/6/2016 20:00,26,0.433333
1503960366,4/6/2016 21:00,21,0.35
1503960366,4/6/2016 22:00,13,0.216667
1503960366,4/6/2016 23:00,5,0.083333
1503960366,4/7/2016 0:00,1,0.016667
1503960366,4/7/2016 1:00,0,0
1503960366,4/7/2016 2:00,0,0
1503960366,4/7/2016 3:00,0,0
1503960366,4/7/2016 4:00,0,0
1503960366,4/7/2016 5:00,0,0
